country,GDP,population,regime,women_government,women_population,law_group,law_subgroup,value,total,weighted
Kenya,4587.18632,53005616.0,1.0,21.61383285,50.31080246,dress code,unifrom,0,13666,0.0
Kiribati,2171.867943,128883.0,,6.666666667,50.81961823,dress code,unifrom,0,6163,0.0
"Korea, Democratic People's Republic of",,,,,,dress code,unifrom,0,0,
"Korea, Republic of",,,,,,dress code,unifrom,0,1457,0.0
Kuwait,47303.12985,4250111.0,1.0,1.538461538,38.77982712,dress code,unifrom,0,16034,0.0
Kyrgyzstan,,6527742.0,1.0,,50.53379059,dress code,unifrom,0,2325,0.0
Lao People's Democratic Republic,,,,,,dress code,unifrom,0,0,
Latvia,31424.90221,1873926.0,3.0,29.0,53.91077042,dress code,unifrom,0,11655,0.0
Lebanon,11376.79398,5592626.0,1.0,4.6875,49.66265869,dress code,unifrom,0,16015,0.0
Lesotho,2569.337741,2281464.0,2.0,23.33333333,50.66173172,dress code,unifrom,0,3414,0.0
Liberia,1468.245239,5193422.0,2.0,10.95890411,49.72911453,dress code,unifrom,0,13888,0.0
Libya,17286.36814,6735280.0,0.0,15.95744681,49.51837921,dress code,unifrom,0,7268,0.0
Liechtenstein,,39058.0,,28.0,,dress code,unifrom,0,6648,0.0
Lithuania,38880.54527,2786652.0,2.0,27.65957447,53.71593094,dress code,unifrom,0,12924,0.0
Luxembourg,117846.1365,639330.0,3.0,35.0,49.42505646,dress code,unifrom,1,34805,0.28731504094239335
Macao,,686616.0,,,51.93595886,dress code,unifrom,0,4350,0.0
"Macedonia, Republic of",,,,,,dress code,unifrom,0,43,0.0
Madagascar,1543.952938,28915652.0,1.0,17.8807947,50.11155319,dress code,unifrom,0,4016,0.0
Malawi,1591.475591,19889742.0,2.0,22.91666667,50.68447876,dress code,unifrom,0,4010,0.0
Malaysia,27921.41095,33573872.0,1.0,14.86486486,48.61640549,dress code,unifrom,0,38695,0.0
Maldives,13442.38615,521469.0,2.0,4.597701149,36.55849075,dress code,unifrom,0,1903,0.0
Mali,2347.796674,21904990.0,0.0,27.27272727,49.90243912,dress code,unifrom,0,11544,0.0
Malta,43243.17265,526751.0,2.0,13.43283582,49.85267258,dress code,unifrom,0,16637,0.0
Marshall Islands,4147.097245,42074.0,,6.060606061,,dress code,unifrom,0,4127,0.0
Martinique,,368799.0,,,,dress code,unifrom,0,1336,0.0
Mauritania,5389.646488,4614981.0,1.0,20.26143791,49.78168106,dress code,unifrom,0,3110,0.0
Mauritius,20528.83365,1298922.0,2.0,20.0,50.66077423,dress code,unifrom,0,12857,0.0
Mayotte,,316022.0,,,,dress code,unifrom,0,472,0.0
Mexico,18670.8104,126705136.0,2.0,50.0,51.08187485,dress code,unifrom,0,60300,0.0
"Micronesia, Federated States of",,,,,,dress code,unifrom,0,301,0.0
"Moldova, Republic of",,,,,,dress code,unifrom,0,420,0.0
Monaco,,36713.0,,33.33333333,,dress code,unifrom,1,12765,0.7833920877399138
Mongolia,12365.93848,3347782.0,2.0,17.10526316,50.73535156,dress code,unifrom,1,4456,2.244165170556553
Montenegro,19989.65367,627856.0,1.0,24.69135802,50.55217361,dress code,unifrom,0,6377,0.0
Montserrat,,4438.0,,,,dress code,unifrom,0,2549,0.0
Morocco,7368.891602,37076588.0,0.0,22.78481013,50.37493896,dress code,unifrom,0,12358,0.0
Mozambique,1297.298716,32077074.0,1.0,42.4,51.40610123,dress code,unifrom,0,5783,0.0
Myanmar,5123.407709,53798088.0,0.0,15.29411765,51.80979919,dress code,unifrom,0,4015,0.0
Namibia,9358.537168,2530150.0,2.0,44.23076923,51.52602386,dress code,unifrom,0,5316,0.0
Nauru,14337.26541,12533.0,,10.52631579,,dress code,unifrom,0,17245,0.0
Nepal,3996.66547,30034988.0,2.0,32.72727273,54.18703842,dress code,unifrom,0,10757,0.0
Netherlands,59266.90858,17501696.0,3.0,39.33333333,50.17678452,dress code,unifrom,2,65591,0.3049198823009254
New Caledonia,,287809.0,,,49.73641968,dress code,unifrom,0,3559,0.0
New Zealand,44657.77372,5129730.0,3.0,49.16666667,50.84926605,dress code,unifrom,3,1481525,0.02024940517372302
Nicaragua,5573.868729,6850546.0,1.0,50.54945055,50.71594238,dress code,unifrom,0,17468,0.0
Niger,1288.153512,25252722.0,2.0,25.90361446,49.72385025,dress code,unifrom,0,4368,0.0
Nigeria,5185.988584,213401328.0,1.0,3.611111111,49.32092285,dress code,unifrom,0,17762,0.0
Niue,,1957.0,,,,dress code,unifrom,0,9884,0.0
Norfolk Island,,,,,,dress code,unifrom,0,11200,0.0
Northern Mariana Islands,,49503.0,,,,dress code,unifrom,0,1438,0.0
Norway,62644.84574,5403021.0,3.0,44.9704142,49.45838928,dress code,unifrom,0,29063,0.0
Oman,31117.75771,4520474.0,0.0,2.325581395,34.0027504,dress code,unifrom,0,10461,0.0
Pakistan,5426.019788,231402112.0,1.0,20.1754386,48.53963089,dress code,unifrom,0,35719,0.0
Palau,16318.67895,18050.0,,6.25,,dress code,unifrom,0,3193,0.0
"Palestinian Territory, Occupied",,,,,,dress code,unifrom,0,346,0.0
Panama,26780.3006,4351264.0,2.0,22.53521127,49.94215393,dress code,unifrom,0,24552,0.0
Papua New Guinea,4285.765475,9949438.0,1.0,0.0,48.94313049,dress code,unifrom,0,47317,0.0
Paraguay,13034.71654,6703802.0,2.0,16.25,49.18549347,dress code,unifrom,0,16637,0.0
Peru,11908.0607,33715464.0,2.0,40.0,50.32548141,dress code,unifrom,0,32531,0.0
Philippines,8394.242258,113880336.0,1.0,27.96052632,49.78255081,dress code,unifrom,1,117745,0.08492929636077964
Pitcairn,,,,,,dress code,unifrom,0,3733,0.0
Poland,34286.98508,38307724.0,2.0,28.32244009,51.54682159,dress code,unifrom,0,33811,0.0
Portugal,34177.08571,10290109.0,2.0,40.0,52.6902771,dress code,unifrom,1,33436,0.29907883718148104
Puerto Rico,34333.74725,3256030.0,,,52.61818314,dress code,unifrom,0,10602,0.0
Qatar,89961.43323,2688239.0,0.0,4.444444444,24.84936142,dress code,unifrom,0,4342,0.0
Réunion,,,,,,dress code,unifrom,0,0,
Romania,32202.20866,19328558.0,2.0,18.54103343,51.37713623,dress code,unifrom,0,31827,0.0
Russian Federation,29916.01367,,,16.22222222,,dress code,unifrom,0,12371,0.0
Rwanda,2213.568598,13461891.0,1.0,61.25,50.83903503,dress code,unifrom,0,9975,0.0
Saint Barthélemy,,,,,,dress code,unifrom,0,0,
"Saint Helena, Ascension and Tristan da Cunha",,,,,,dress code,unifrom,0,26,0.0
Saint Kitts and Nevis,,47631.0,,,,dress code,unifrom,0,828,0.0
Saint Lucia,,179663.0,,,50.75832367,dress code,unifrom,0,1895,0.0
Saint Martin (French part),,31964.0,,,,dress code,unifrom,0,2,0.0
Saint Pierre and Miquelon,,5905.0,,,,dress code,unifrom,0,303,0.0
Saint Vincent and the Grenadines,,104340.0,,,49.32896042,dress code,unifrom,0,1585,0.0
Samoa,6764.559991,218781.0,,7.843137255,48.23698425,dress code,unifrom,0,34280,0.0
San Marino,59571.9068,33772.0,,33.33333333,,dress code,unifrom,0,2992,0.0
Sao Tome and Principe,4273.49342,223118.0,2.0,23.63636364,49.95688248,dress code,unifrom,0,1209,0.0
Saudi Arabia,46778.29837,35950396.0,0.0,19.86754967,42.17445755,dress code,unifrom,0,10484,0.0
Senegal,3503.595017,16876726.0,2.0,43.03030303,51.20151138,dress code,unifrom,0,5218,0.0
Serbia,19093.95531,7296771.0,1.0,39.2,51.01900101,dress code,unifrom,0,8729,0.0
Seychelles,28338.97714,106486.0,3.0,22.85714286,48.70957947,dress code,unifrom,0,3422,0.0
Sierra Leone,1726.964157,8420642.0,2.0,12.32876712,50.09093094,dress code,unifrom,0,7661,0.0
Singapore,99681.29415,5941063.0,1.0,29.80769231,47.6567955,dress code,unifrom,0,57411,0.0
Sint Maarten (Dutch part),,44061.0,,,,dress code,unifrom,0,2,0.0
Slovakia,,5447621.0,2.0,,51.30672455,dress code,unifrom,0,8263,0.0
Slovenia,39725.25919,2119408.0,2.0,26.66666667,50.20375824,dress code,unifrom,0,9568,0.0
Solomon Islands,2618.323702,707855.0,2.0,8.0,49.1522522,dress code,unifrom,0,20245,0.0
Somalia,1245.642283,17065588.0,0.0,24.36363636,50.14171219,dress code,unifrom,0,7525,0.0
South Africa,13359.48433,59392256.0,2.0,46.58227848,50.73907089,dress code,unifrom,1,155946,0.06412476113526477
South Georgia and the South Sandwich Islands,,,,,,dress code,unifrom,0,554,0.0
Spain,37756.351,47486932.0,3.0,43.42857143,50.85350418,dress code,unifrom,1,63795,0.15675209655929148
Sri Lanka,13226.73006,21773438.0,2.0,5.381165919,52.05141068,dress code,unifrom,0,60915,0.0
Sudan,4142.11084,45657204.0,0.0,,50.03954315,dress code,unifrom,0,11401,0.0
Suriname,16733.38268,612989.0,2.0,29.41176471,49.74345016,dress code,unifrom,0,2042,0.0
South Sudan,,10748278.0,0.0,32.36363636,49.94506454,dress code,unifrom,0,1583,0.0
Svalbard and Jan Mayen,,,,,,dress code,unifrom,0,170,0.0
Swaziland,,,,,,dress code,unifrom,0,3711,0.0
Sweden,55064.88501,10467095.0,3.0,46.99140401,49.90779495,dress code,unifrom,1,38401,0.2604098851592407
Switzerland,71745.2994,8691409.0,3.0,42.5,50.38893509,dress code,unifrom,0,44466,0.0
Syrian Arab Republic,,,,11.2,,dress code,unifrom,0,2115,0.0
"Taiwan, Province of China",,,,,,dress code,unifrom,0,82,0.0
Tajikistan,3854.190435,9750078.0,1.0,23.80952381,49.61293411,dress code,unifrom,0,2342,0.0
"Tanzania, United Republic of",,,,,,dress code,unifrom,0,137,0.0
Thailand,18197.94241,71601104.0,0.0,15.74642127,51.33800888,dress code,unifrom,0,26773,0.0
Timor-Leste,4140.95507,,,38.46153846,,dress code,unifrom,0,1618,0.0
Togo,2223.316956,8644829.0,1.0,18.68131868,50.24115372,dress code,unifrom,0,4455,0.0
Tokelau,,1869.0,,,,dress code,unifrom,0,4768,0.0
Tonga,6693.785641,106034.0,,0.0,49.94749069,dress code,unifrom,0,17665,0.0
Trinidad and Tobago,26125.15329,1525671.0,2.0,26.19047619,50.62869263,dress code,unifrom,0,8486,0.0
Tunisia,10878.82319,12262949.0,,26.26728111,50.41085052,dress code,unifrom,0,6823,0.0
Turkey,,84775408.0,1.0,,50.63245773,dress code,unifrom,0,45782,0.0
Turkmenistan,,6341850.0,1.0,25.0,50.76740265,dress code,unifrom,0,1655,0.0
Turks and Caicos Islands,22283.97785,45141.0,,,,dress code,unifrom,0,1749,0.0
Tuvalu,4791.679265,11229.0,,6.25,,dress code,unifrom,0,3352,0.0
Uganda,2294.147984,45853780.0,1.0,33.81294964,50.70814133,dress code,unifrom,0,8790,0.0
Ukraine,13087.30957,43531424.0,2.0,20.80378251,53.66703415,dress code,unifrom,0,16179,0.0
United Arab Emirates,66766.05393,9365149.0,0.0,50.0,30.87894249,dress code,unifrom,0,5595,0.0
United Kingdom,46526.91187,67281040.0,3.0,34.25925926,50.59008789,dress code,unifrom,2,856607,0.023347929680705388
United States,63027.67953,336997632.0,3.0,27.64976959,50.51821518,dress code,unifrom,4,884942,0.04520070241891559
United States Minor Outlying Islands,,,,,,dress code,unifrom,0,11,0.0
Uruguay,22728.21533,3426265.0,3.0,24.24242424,51.68486023,dress code,unifrom,0,31184,0.0
Uzbekistan,7746.430969,34081452.0,1.0,32.65306122,50.11258698,dress code,unifrom,0,2968,0.0
Vanuatu,3036.116767,319146.0,2.0,0.0,49.31141281,dress code,unifrom,0,18899,0.0
"Venezuela, Bolivarian Republic of",,,,,,dress code,unifrom,0,156,0.0
Viet Nam,,,,,,dress code,unifrom,0,3072,0.0
"Virgin Islands, British",,,,,,dress code,unifrom,0,82,0.0
"Virgin Islands, U.S.",,,,,,dress code,unifrom,0,2,0.0
Wallis and Futuna,,11654.0,,,,dress code,unifrom,0,437,0.0
Yemen,,32981644.0,0.0,,49.62448502,dress code,unifrom,0,4720,0.0
Zambia,3457.328102,19473132.0,1.0,15.06024096,50.48396683,dress code,unifrom,0,6189,0.0
Zimbabwe,2251.455674,15993525.0,1.0,31.85185185,52.28389359,dress code,unifrom,0,7642,0.0
Afghanistan,2078.479082,40099460.0,0.0,27.01612903,48.68452072,undefined,formal dresspants,0,13725,0.0
Aland Islands,,,,,,undefined,formal dresspants,0,153,0.0
Albania,13632.18654,2854710.0,1.0,35.71428571,49.10299683,undefined,formal dresspants,0,8406,0.0
Algeria,11323.31222,44177964.0,1.0,8.108108108,49.47940445,undefined,formal dresspants,0,7237,0.0
American Samoa,,45056.0,,,,undefined,formal dresspants,0,2971,0.0
Andorra,,79057.0,,46.42857143,,undefined,formal dresspants,0,1983,0.0
Angola,6478.332182,34503776.0,1.0,29.54545455,50.52413559,undefined,formal dresspants,0,5663,0.0
Anguilla,,15779.0,,,,undefined,formal dresspants,0,2806,0.0
Antarctica,,,,,,undefined,formal dresspants,0,3852,0.0
Antigua and Barbuda,18240.38041,93229.0,,11.11111111,51.73086166,undefined,formal dresspants,0,2564,0.0
Argentina,20769.03238,45276788.0,2.0,44.74708171,51.21414566,undefined,formal dresspants,0,62729,0.0
Armenia,13311.02814,2790971.0,2.0,33.64485981,52.96533966,undefined,formal dresspants,0,5124,0.0
Aruba,31182.83388,106543.0,,,52.56729507,undefined,formal dresspants,0,1667,0.0
Australia,53316.88543,25921094.0,3.0,31.12582781,50.20123672,undefined,formal dresspants,0,1430531,0.0
Austria,55685.97029,8922086.0,2.0,40.43715847,50.70515442,undefined,formal dresspants,0,41634,0.0
Azerbaijan,14478.52445,10312992.0,1.0,18.18181818,50.04855728,undefined,formal dresspants,0,5253,0.0
Bahamas,,407920.0,,,51.40649033,undefined,formal dresspants,0,6916,0.0
Bahrain,43821.12449,1463266.0,0.0,15.0,35.32645798,undefined,formal dresspants,0,3795,0.0
Bangladesh,5995.407429,169356240.0,1.0,20.85714286,49.44476318,undefined,formal dresspants,0,19737,0.0
Barbados,14045.77283,281204.0,3.0,20.0,51.60124207,undefined,formal dresspants,0,4963,0.0
Belarus,20237.55113,9578172.0,1.0,40.0,53.44250488,undefined,formal dresspants,0,3673,0.0
Belgium,53070.21482,11611416.0,3.0,42.0,50.4355011,undefined,formal dresspants,0,46594,0.0
Belize,6165.849669,400037.0,,12.5,50.26394653,undefined,formal dresspants,0,6585,0.0
Benin,3505.138455,12996901.0,1.0,8.43373494,50.06063461,undefined,formal dresspants,0,3497,0.0
Bermuda,80273.08171,64213.0,,,,undefined,formal dresspants,0,15476,0.0
Bhutan,11129.30845,777500.0,3.0,17.0212766,46.85321045,undefined,formal dresspants,0,1659,0.0
"Bolivia, Plurinational State of",,,,,,undefined,formal dresspants,0,43,0.0
"Bonaire, Sint Eustatius and Saba",,,,,,undefined,formal dresspants,0,31,0.0
Bosnia and Herzegovina,15598.43034,3270948.0,2.0,26.19047619,51.0301857,undefined,formal dresspants,0,9370,0.0
Botswana,15471.09481,2588424.0,3.0,10.76923077,51.56119537,undefined,formal dresspants,0,4024,0.0
Bouvet Island,,,,,,undefined,formal dresspants,0,31,0.0
Brazil,14834.1937,214326224.0,2.0,15.20467836,50.86748505,undefined,formal dresspants,0,40559,0.0
British Indian Ocean Territory,,,,,,undefined,formal dresspants,0,689,0.0
Brunei Darussalam,65607.35075,,,9.090909091,,undefined,formal dresspants,0,1755,0.0
Bulgaria,24564.43768,6885864.0,2.0,23.75,51.44063187,undefined,formal dresspants,0,18879,0.0
Burkina Faso,2273.831365,22100690.0,2.0,6.299212598,50.03313446,undefined,formal dresspants,0,2618,0.0
Burundi,771.1012372,12551215.0,1.0,38.21138211,50.38287354,undefined,formal dresspants,0,3590,0.0
Cambodia,4423.474631,16589031.0,1.0,21.6,51.17866898,undefined,formal dresspants,0,9574,0.0
Cameroon,3867.203808,27198632.0,1.0,33.88888889,49.98439407,undefined,formal dresspants,0,5921,0.0
Canada,46572.13743,38155012.0,3.0,30.47337278,50.36802292,undefined,formal dresspants,0,212729,0.0
Cape Verde,,587936.0,2.0,,49.79801559,undefined,formal dresspants,0,2512,0.0
Cayman Islands,72481.01386,68157.0,,,,undefined,formal dresspants,0,4967,0.0
Central African Republic,989.2187437,5457165.0,1.0,12.85714286,50.43149185,undefined,formal dresspants,0,5737,0.0
Chad,1591.669953,17179744.0,0.0,32.25806452,50.07767868,undefined,formal dresspants,0,7817,0.0
Chile,25089.0313,19493184.0,3.0,35.48387097,50.69279099,undefined,formal dresspants,0,34847,0.0
China,17189.28179,1425893504.0,0.0,24.94117647,48.70873642,undefined,formal dresspants,0,200869,0.0
Christmas Island,,,,,,undefined,formal dresspants,0,7726,0.0
Cocos (Keeling) Islands,,,,,,undefined,formal dresspants,0,3337,0.0
Colombia,14868.46982,51516560.0,2.0,18.82352941,50.89789963,undefined,formal dresspants,0,34751,0.0
Comoros,3147.856597,821632.0,1.0,16.66666667,49.556633,undefined,formal dresspants,0,1295,0.0
Congo,,5835814.0,1.0,,50.04291153,undefined,formal dresspants,0,23717,0.0
"Congo, The Democratic Republic of the",,,,,,undefined,formal dresspants,0,5089,0.0
Cook Islands,,17028.0,,,,undefined,formal dresspants,0,19020,0.0
Costa Rica,22243.80196,5153959.0,3.0,45.61403509,50.03888702,undefined,formal dresspants,0,19989,0.0
Côte d'Ivoire,,,,,,undefined,formal dresspants,0,0,
Croatia,28780.31674,4060139.0,2.0,31.12582781,51.78653336,undefined,formal dresspants,0,12353,0.0
Cuba,,11256373.0,0.0,53.41296928,50.35173798,undefined,formal dresspants,0,24056,0.0
Curaçao,,,,,,undefined,formal dresspants,0,0,
Cyprus,39593.42578,1244193.0,3.0,14.28571429,50.01379013,undefined,formal dresspants,0,12177,0.0
Czech Republic,41608.02535,,,25.0,,undefined,formal dresspants,0,11701,0.0
Denmark,60229.91477,5854246.0,3.0,39.66480447,50.28901672,undefined,formal dresspants,0,38200,0.0
Djibouti,5532.682123,1105562.0,1.0,26.15384615,47.47045135,undefined,formal dresspants,0,2275,0.0
Dominica,10818.02494,72435.0,,34.375,,undefined,formal dresspants,0,3547,0.0
Dominican Republic,17934.19325,11117873.0,2.0,27.89473684,50.05296707,undefined,formal dresspants,0,13670,0.0
Ecuador,10890.45664,17797736.0,2.0,39.41605839,49.98698044,undefined,formal dresspants,0,22412,0.0
Egypt,,109262184.0,1.0,,49.47655869,undefined,formal dresspants,0,18595,0.0
El Salvador,8419.799438,6314165.0,1.0,27.38095238,53.18640137,undefined,formal dresspants,0,14882,0.0
Equatorial Guinea,18157.51367,1634473.0,1.0,23.0,44.37716675,undefined,formal dresspants,0,1758,0.0
Eritrea,,3620324.0,0.0,,,undefined,formal dresspants,0,3283,0.0
Estonia,37645.22136,1328704.0,3.0,25.74257426,52.62438583,undefined,formal dresspants,0,10097,0.0
Ethiopia,2422.681026,120283024.0,1.0,42.58823529,49.96951675,undefined,formal dresspants,0,7880,0.0
Falkland Islands (Malvinas),,,,,,undefined,formal dresspants,0,123,0.0
Faroe Islands,,,,,,undefined,formal dresspants,0,1405,0.0
Fiji,12158.24331,924615.0,1.0,21.56862745,49.35344696,undefined,formal dresspants,0,68932,0.0
Finland,50937.16075,5535982.0,3.0,46.0,50.6849823,undefined,formal dresspants,0,25862,0.0
France,46991.18203,64531448.0,3.0,39.51473137,51.60487747,undefined,formal dresspants,0,201911,0.0
French Guiana,,297462.0,,,,undefined,formal dresspants,0,337,0.0
French Polynesia,,304038.0,,,49.35600662,undefined,formal dresspants,0,1397,0.0
French Southern Territories,,,,,,undefined,formal dresspants,0,12,0.0
Gabon,15105.13431,2341185.0,1.0,16.1971831,49.10186768,undefined,formal dresspants,0,2957,0.0
Gambia,,2639922.0,1.0,,50.4051857,undefined,formal dresspants,0,4220,0.0
Georgia,14731.20059,3757984.0,2.0,19.33333333,52.34034729,undefined,formal dresspants,0,39165,0.0
Germany,54844.54597,83408552.0,3.0,34.91847826,50.56820297,undefined,formal dresspants,0,99391,0.0
Ghana,5749.655385,32833036.0,2.0,14.54545455,49.31282043,undefined,formal dresspants,0,8254,0.0
Gibraltar,,32698.0,,,,undefined,formal dresspants,0,7770,0.0
Greece,27948.64973,10445368.0,3.0,21.66666667,50.91817474,undefined,formal dresspants,0,31946,0.0
Greenland,,56266.0,,,,undefined,formal dresspants,0,5768,0.0
Grenada,15273.54036,124624.0,,46.66666667,49.6387291,undefined,formal dresspants,0,4690,0.0
Guadeloupe,,396057.0,,,,undefined,formal dresspants,0,710,0.0
Guam,,170546.0,,,49.55653,undefined,formal dresspants,0,7092,0.0
Guatemala,8852.947743,17608484.0,2.0,19.375,50.72938919,undefined,formal dresspants,0,17897,0.0
Guernsey,,63092.0,,,,undefined,formal dresspants,0,7663,0.0
Guinea,2754.418384,13531909.0,0.0,,51.62312698,undefined,formal dresspants,0,78619,0.0
Guinea-Bissau,1948.643401,2060730.0,2.0,13.7254902,51.08251953,undefined,formal dresspants,0,2135,0.0
Guyana,19702.97442,804571.0,2.0,35.71428571,49.71146393,undefined,formal dresspants,0,3948,0.0
Haiti,3094.941621,11447575.0,1.0,,50.65618134,undefined,formal dresspants,0,8867,0.0
Heard Island and McDonald Islands,,,,,,undefined,formal dresspants,0,786,0.0
Holy See (Vatican City State),,,,,,undefined,formal dresspants,0,11,0.0
Honduras,5419.792164,10278346.0,1.0,27.34375,50.03456879,undefined,formal dresspants,0,13395,0.0
